# Fibonacci Training Dataset (75%)
7,8,15,23,38,61,99,160,259
3,2,5,7,12,19,31,50,81
20,15,35,50,85,135,220,355,575
1,13,14,27,41,68,109,177,286
5,2,7,9,16,25,41,66,107
8,1,9,10,19,29,48,77,125
6,17,23,40,63,103,166,269,435
7,15,22,37,59,96,155,251,406
15,12,27,39,66,105,171,276,447
18,16,34,50,84,134,218,352,570
16,18,34,52,86,138,224,362,586
5,14,19,33,52,85,137,222,359
2,13,15,28,43,71,114,185,299
3,8,11,19,30,49,79,128,207
20,15,35,50,85,135,220,355,575
6,4,10,14,24,38,62,100,162
1,14,15,29,44,73,117,190,307
4,8,12,20,32,52,84,136,220
2,16,18,34,52,86,138,224,362
2,14,16,30,46,76,122,198,320
19,17,36,53,89,142,231,373,604
5,9,14,23,37,60,97,157,254
1,14,15,29,44,73,117,190,307
1,18,19,37,56,93,149,242,391
19,4,23,27,50,77,127,204,331
16,12,28,40,68,108,176,284,460
14,14,28,42,70,112,182,294,476
18,17,35,52,87,139,226,365,591
2,6,8,14,22,36,58,94,152
6,16,22,38,60,98,158,256,414
9,17,26,43,69,112,181,293,474
15,18,33,51,84,135,219,354,573
17,7,24,31,55,86,141,227,368
2,5,7,12,19,31,50,81,131
12,17,29,46,75,121,196,317,513
1,20,21,41,62,103,165,268,433
20,17,37,54,91,145,236,381,617
17,17,34,51,85,136,221,357,578
9,13,22,35,57,92,149,241,390
18,15,33,48,81,129,210,339,549
10,5,15,20,35,55,90,145,235
20,19,39,58,97,155,252,407,659
2,13,15,28,43,71,114,185,299
12,17,29,46,75,121,196,317,513
14,3,17,20,37,57,94,151,245
11,17,28,45,73,118,191,309,500
20,9,29,38,67,105,172,277,449
20,19,39,58,97,155,252,407,659
7,18,25,43,68,111,179,290,469
14,14,28,42,70,112,182,294,476
4,9,13,22,35,57,92,149,241
19,11,30,41,71,112,183,295,478
5,1,6,7,13,20,33,53,86
9,19,28,47,75,122,197,319,516
1,20,21,41,62,103,165,268,433
2,19,21,40,61,101,162,263,425
3,18,21,39,60,99,159,258,417
12,19,31,50,81,131,212,343,555
18,17,35,52,87,139,226,365,591
8,12,20,32,52,84,136,220,356
12,5,17,22,39,61,100,161,261
9,13,22,35,57,92,149,241,390
4,7,11,18,29,47,76,123,199
10,11,21,32,53,85,138,223,361
13,11,24,35,59,94,153,247,400
1,6,7,13,20,33,53,86,139
12,3,15,18,33,51,84,135,219
7,15,22,37,59,96,155,251,406
2,14,16,30,46,76,122,198,320
2,11,13,24,37,61,98,159,257
5,9,14,23,37,60,97,157,254
14,10,24,34,58,92,150,242,392
3,4,7,11,18,29,47,76,123
19,20,39,59,98,157,255,412,667
14,19,33,52,85,137,222,359,581
13,12,25,37,62,99,161,260,421
2,19,21,40,61,101,162,263,425
19,11,30,41,71,112,183,295,478
15,9,24,33,57,90,147,237,384
19,7,26,33,59,92,151,243,394
7,7,14,21,35,56,91,147,238
3,13,16,29,45,74,119,193,312
6,5,11,16,27,43,70,113,183
14,9,23,32,55,87,142,229,371
17,20,37,57,94,151,245,396,641
11,16,27,43,70,113,183,296,479
13,19,32,51,83,134,217,351,568
9,15,24,39,63,102,165,267,432
18,15,33,48,81,129,210,339,549
13,11,24,35,59,94,153,247,400
20,6,26,32,58,90,148,238,386
18,1,19,20,39,59,98,157,255
19,20,39,59,98,157,255,412,667
19,18,37,55,92,147,239,386,625
8,15,23,38,61,99,160,259,419
10,11,21,32,53,85,138,223,361
9,18,27,45,72,117,189,306,495
8,9,17,26,43,69,112,181,293
10,8,18,26,44,70,114,184,298
2,16,18,34,52,86,138,224,362
13,8,21,29,50,79,129,208,337
7,19,26,45,71,116,187,303,490
4,11,15,26,41,67,108,175,283
12,15,27,42,69,111,180,291,471
6,1,7,8,15,23,38,61,99
15,5,20,25,45,70,115,185,300
6,1,7,8,15,23,38,61,99
10,15,25,40,65,105,170,275,445
10,15,25,40,65,105,170,275,445
12,14,26,40,66,106,172,278,450
20,20,40,60,100,160,260,420,680
15,20,35,55,90,145,235,380,615
6,18,24,42,66,108,174,282,456
6,9,15,24,39,63,102,165,267
3,15,18,33,51,84,135,219,354
13,8,21,29,50,79,129,208,337
5,5,10,15,25,40,65,105,170
1,5,6,11,17,28,45,73,118
6,6,12,18,30,48,78,126,204
2,19,21,40,61,101,162,263,425
14,4,18,22,40,62,102,164,266
17,4,21,25,46,71,117,188,305
1,20,21,41,62,103,165,268,433
18,4,22,26,48,74,122,196,318
17,13,30,43,73,116,189,305,494
2,4,6,10,16,26,42,68,110
10,3,13,16,29,45,74,119,193
16,5,21,26,47,73,120,193,313
19,20,39,59,98,157,255,412,667
14,18,32,50,82,132,214,346,560
19,14,33,47,80,127,207,334,541
8,11,19,30,49,79,128,207,335
3,7,10,17,27,44,71,115,186
1,16,17,33,50,83,133,216,349
20,12,32,44,76,120,196,316,512
17,3,20,23,43,66,109,175,284
7,14,21,35,56,91,147,238,385
19,13,32,45,77,122,199,321,520
19,3,22,25,47,72,119,191,310
19,3,22,25,47,72,119,191,310
15,3,18,21,39,60,99,159,258
18,20,38,58,96,154,250,404,654
13,11,24,35,59,94,153,247,400
20,6,26,32,58,90,148,238,386
11,16,27,43,70,113,183,296,479
7,3,10,13,23,36,59,95,154
13,15,28,43,71,114,185,299,484
4,7,11,18,29,47,76,123,199
7,1,8,9,17,26,43,69,112
9,12,21,33,54,87,141,228,369
18,14,32,46,78,124,202,326,528
19,11,30,41,71,112,183,295,478
18,10,28,38,66,104,170,274,444
17,16,33,49,82,131,213,344,557
1,19,20,39,59,98,157,255,412
15,11,26,37,63,100,163,263,426
14,16,30,46,76,122,198,320,518
2,6,8,14,22,36,58,94,152
11,19,30,49,79,128,207,335,542
4,13,17,30,47,77,124,201,325
6,12,18,30,48,78,126,204,330
14,1,15,16,31,47,78,125,203
13,10,23,33,56,89,145,234,379
16,5,21,26,47,73,120,193,313
3,2,5,7,12,19,31,50,81
12,5,17,22,39,61,100,161,261
17,15,32,47,79,126,205,331,536
13,20,33,53,86,139,225,364,589
3,1,4,5,9,14,23,37,60
10,12,22,34,56,90,146,236,382
7,8,15,23,38,61,99,160,259
20,6,26,32,58,90,148,238,386
5,9,14,23,37,60,97,157,254
14,9,23,32,55,87,142,229,371
11,11,22,33,55,88,143,231,374
14,13,27,40,67,107,174,281,455
13,16,29,45,74,119,193,312,505
4,12,16,28,44,72,116,188,304
10,5,15,20,35,55,90,145,235
14,16,30,46,76,122,198,320,518
1,18,19,37,56,93,149,242,391
17,11,28,39,67,106,173,279,452
6,7,13,20,33,53,86,139,225
14,1,15,16,31,47,78,125,203
5,3,8,11,19,30,49,79,128
3,4,7,11,18,29,47,76,123
20,5,25,30,55,85,140,225,365
6,14,20,34,54,88,142,230,372
7,11,18,29,47,76,123,199,322
2,12,14,26,40,66,106,172,278
1,11,12,23,35,58,93,151,244
1,13,14,27,41,68,109,177,286
4,15,19,34,53,87,140,227,367
17,6,23,29,52,81,133,214,347
18,13,31,44,75,119,194,313,507
7,15,22,37,59,96,155,251,406
19,5,24,29,53,82,135,217,352
18,13,31,44,75,119,194,313,507
15,7,22,29,51,80,131,211,342
8,10,18,28,46,74,120,194,314
10,20,30,50,80,130,210,340,550
12,10,22,32,54,86,140,226,366
16,19,35,54,89,143,232,375,607
6,13,19,32,51,83,134,217,351
2,11,13,24,37,61,98,159,257
15,6,21,27,48,75,123,198,321
13,14,27,41,68,109,177,286,463
12,14,26,40,66,106,172,278,450
5,17,22,39,61,100,161,261,422
13,1,14,15,29,44,73,117,190
6,6,12,18,30,48,78,126,204
3,16,19,35,54,89,143,232,375
20,12,32,44,76,120,196,316,512
9,11,20,31,51,82,133,215,348
13,17,30,47,77,124,201,325,526
15,9,24,33,57,90,147,237,384
3,6,9,15,24,39,63,102,165
4,6,10,16,26,42,68,110,178
8,4,12,16,28,44,72,116,188
8,12,20,32,52,84,136,220,356
16,12,28,40,68,108,176,284,460
6,19,25,44,69,113,182,295,477
14,12,26,38,64,102,166,268,434
17,16,33,49,82,131,213,344,557
16,20,36,56,92,148,240,388,628
19,7,26,33,59,92,151,243,394
10,8,18,26,44,70,114,184,298
1,2,3,5,8,13,21,34,55
10,16,26,42,68,110,178,288,466
13,4,17,21,38,59,97,156,253
19,9,28,37,65,102,167,269,436
7,2,9,11,20,31,51,82,133
5,11,16,27,43,70,113,183,296
18,13,31,44,75,119,194,313,507
8,6,14,20,34,54,88,142,230
15,14,29,43,72,115,187,302,489
2,12,14,26,40,66,106,172,278
9,4,13,17,30,47,77,124,201
17,10,27,37,64,101,165,266,431
20,2,22,24,46,70,116,186,302
4,3,7,10,17,27,44,71,115
7,6,13,19,32,51,83,134,217
19,4,23,27,50,77,127,204,331
20,3,23,26,49,75,124,199,323
8,16,24,40,64,104,168,272,440
19,5,24,29,53,82,135,217,352
10,15,25,40,65,105,170,275,445
5,19,24,43,67,110,177,287,464
1,20,21,41,62,103,165,268,433
6,14,20,34,54,88,142,230,372
13,6,19,25,44,69,113,182,295
17,2,19,21,40,61,101,162,263
2,16,18,34,52,86,138,224,362
2,20,22,42,64,106,170,276,446
2,20,22,42,64,106,170,276,446
8,9,17,26,43,69,112,181,293
7,2,9,11,20,31,51,82,133
10,8,18,26,44,70,114,184,298
6,14,20,34,54,88,142,230,372
4,1,5,6,11,17,28,45,73
10,10,20,30,50,80,130,210,340
12,12,24,36,60,96,156,252,408
15,7,22,29,51,80,131,211,342
6,16,22,38,60,98,158,256,414
12,12,24,36,60,96,156,252,408
1,17,18,35,53,88,141,229,370
7,8,15,23,38,61,99,160,259
11,8,19,27,46,73,119,192,311
13,1,14,15,29,44,73,117,190
16,10,26,36,62,98,160,258,418
3,20,23,43,66,109,175,284,459
8,6,14,20,34,54,88,142,230
4,16,20,36,56,92,148,240,388
20,20,40,60,100,160,260,420,680
3,3,6,9,15,24,39,63,102
6,11,17,28,45,73,118,191,309
19,8,27,35,62,97,159,256,415
3,3,6,9,15,24,39,63,102
15,9,24,33,57,90,147,237,384
2,16,18,34,52,86,138,224,362
5,17,22,39,61,100,161,261,422
19,15,34,49,83,132,215,347,562
6,14,20,34,54,88,142,230,372
8,1,9,10,19,29,48,77,125
20,12,32,44,76,120,196,316,512
14,17,31,48,79,127,206,333,539
2,19,21,40,61,101,162,263,425
17,19,36,55,91,146,237,383,620
14,14,28,42,70,112,182,294,476
7,17,24,41,65,106,171,277,448
15,6,21,27,48,75,123,198,321
13,4,17,21,38,59,97,156,253
14,1,15,16,31,47,78,125,203
7,6,13,19,32,51,83,134,217
14,7,21,28,49,77,126,203,329
17,15,32,47,79,126,205,331,536
7,1,8,9,17,26,43,69,112
9,2,11,13,24,37,61,98,159
17,16,33,49,82,131,213,344,557
15,4,19,23,42,65,107,172,279
17,2,19,21,40,61,101,162,263
11,2,13,15,28,43,71,114,185
4,5,9,14,23,37,60,97,157
9,1,10,11,21,32,53,85,138
4,2,6,8,14,22,36,58,94
2,11,13,24,37,61,98,159,257
2,6,8,14,22,36,58,94,152
1,14,15,29,44,73,117,190,307
11,19,30,49,79,128,207,335,542
4,16,20,36,56,92,148,240,388
20,19,39,58,97,155,252,407,659
9,1,10,11,21,32,53,85,138
13,5,18,23,41,64,105,169,274
16,1,17,18,35,53,88,141,229
7,15,22,37,59,96,155,251,406
5,11,16,27,43,70,113,183,296
8,16,24,40,64,104,168,272,440
16,12,28,40,68,108,176,284,460
19,10,29,39,68,107,175,282,457
14,8,22,30,52,82,134,216,350
20,5,25,30,55,85,140,225,365
11,16,27,43,70,113,183,296,479
19,3,22,25,47,72,119,191,310
14,1,15,16,31,47,78,125,203
5,12,17,29,46,75,121,196,317
20,16,36,52,88,140,228,368,596
11,19,30,49,79,128,207,335,542
15,7,22,29,51,80,131,211,342
6,18,24,42,66,108,174,282,456
16,17,33,50,83,133,216,349,565
13,12,25,37,62,99,161,260,421
13,20,33,53,86,139,225,364,589
17,8,25,33,58,91,149,240,389
16,4,20,24,44,68,112,180,292
15,11,26,37,63,100,163,263,426
7,14,21,35,56,91,147,238,385
12,1,13,14,27,41,68,109,177
11,17,28,45,73,118,191,309,500
1,7,8,15,23,38,61,99,160
15,2,17,19,36,55,91,146,237
7,2,9,11,20,31,51,82,133
6,10,16,26,42,68,110,178,288
20,2,22,24,46,70,116,186,302
13,14,27,41,68,109,177,286,463
1,9,10,19,29,48,77,125,202
6,2,8,10,18,28,46,74,120
20,13,33,46,79,125,204,329,533
12,4,16,20,36,56,92,148,240
6,14,20,34,54,88,142,230,372
2,12,14,26,40,66,106,172,278
19,19,38,57,95,152,247,399,646
5,11,16,27,43,70,113,183,296
17,1,18,19,37,56,93,149,242
2,1,3,4,7,11,18,29,47
17,11,28,39,67,106,173,279,452
2,15,17,32,49,81,130,211,341
4,11,15,26,41,67,108,175,283
14,18,32,50,82,132,214,346,560
18,14,32,46,78,124,202,326,528
6,4,10,14,24,38,62,100,162
8,5,13,18,31,49,80,129,209
6,20,26,46,72,118,190,308,498
17,18,35,53,88,141,229,370,599
15,20,35,55,90,145,235,380,615
8,18,26,44,70,114,184,298,482
17,18,35,53,88,141,229,370,599
7,4,11,15,26,41,67,108,175
5,7,12,19,31,50,81,131,212
9,1,10,11,21,32,53,85,138
11,15,26,41,67,108,175,283,458
20,17,37,54,91,145,236,381,617
12,9,21,30,51,81,132,213,345
7,7,14,21,35,56,91,147,238
10,16,26,42,68,110,178,288,466
17,11,28,39,67,106,173,279,452
4,13,17,30,47,77,124,201,325
11,16,27,43,70,113,183,296,479
7,15,22,37,59,96,155,251,406
1,16,17,33,50,83,133,216,349
13,1,14,15,29,44,73,117,190
8,2,10,12,22,34,56,90,146
20,12,32,44,76,120,196,316,512
19,13,32,45,77,122,199,321,520
19,4,23,27,50,77,127,204,331
11,7,18,25,43,68,111,179,290
7,12,19,31,50,81,131,212,343
6,2,8,10,18,28,46,74,120
20,14,34,48,82,130,212,342,554
14,10,24,34,58,92,150,242,392
17,5,22,27,49,76,125,201,326
6,15,21,36,57,93,150,243,393
18,6,24,30,54,84,138,222,360
16,8,24,32,56,88,144,232,376
11,13,24,37,61,98,159,257,416
13,6,19,25,44,69,113,182,295
11,13,24,37,61,98,159,257,416
5,14,19,33,52,85,137,222,359
16,5,21,26,47,73,120,193,313
2,7,9,16,25,41,66,107,173
10,5,15,20,35,55,90,145,235
11,4,15,19,34,53,87,140,227
3,8,11,19,30,49,79,128,207
16,11,27,38,65,103,168,271,439
16,7,23,30,53,83,136,219,355
17,3,20,23,43,66,109,175,284
9,19,28,47,75,122,197,319,516
16,5,21,26,47,73,120,193,313
1,5,6,11,17,28,45,73,118
5,16,21,37,58,95,153,248,401
17,15,32,47,79,126,205,331,536
12,9,21,30,51,81,132,213,345
15,14,29,43,72,115,187,302,489
8,6,14,20,34,54,88,142,230
17,10,27,37,64,101,165,266,431
12,17,29,46,75,121,196,317,513
2,4,6,10,16,26,42,68,110
1,5,6,11,17,28,45,73,118
15,10,25,35,60,95,155,250,405
14,17,31,48,79,127,206,333,539
8,15,23,38,61,99,160,259,419
6,12,18,30,48,78,126,204,330
9,12,21,33,54,87,141,228,369
16,17,33,50,83,133,216,349,565
15,14,29,43,72,115,187,302,489
1,20,21,41,62,103,165,268,433
16,3,19,22,41,63,104,167,271
3,18,21,39,60,99,159,258,417
9,12,21,33,54,87,141,228,369
20,13,33,46,79,125,204,329,533
7,15,22,37,59,96,155,251,406
10,10,20,30,50,80,130,210,340
13,10,23,33,56,89,145,234,379
4,4,8,12,20,32,52,84,136
14,6,20,26,46,72,118,190,308
5,18,23,41,64,105,169,274,443
9,18,27,45,72,117,189,306,495
15,4,19,23,42,65,107,172,279
1,14,15,29,44,73,117,190,307
17,11,28,39,67,106,173,279,452
13,3,16,19,35,54,89,143,232
8,17,25,42,67,109,176,285,461
15,6,21,27,48,75,123,198,321
15,12,27,39,66,105,171,276,447
13,1,14,15,29,44,73,117,190
17,14,31,45,76,121,197,318,515
12,11,23,34,57,91,148,239,387
18,20,38,58,96,154,250,404,654
13,3,16,19,35,54,89,143,232
2,14,16,30,46,76,122,198,320
10,20,30,50,80,130,210,340,550
13,12,25,37,62,99,161,260,421
16,8,24,32,56,88,144,232,376
4,13,17,30,47,77,124,201,325
2,17,19,36,55,91,146,237,383
11,6,17,23,40,63,103,166,269
7,7,14,21,35,56,91,147,238
14,18,32,50,82,132,214,346,560
8,16,24,40,64,104,168,272,440
8,5,13,18,31,49,80,129,209
9,6,15,21,36,57,93,150,243
17,16,33,49,82,131,213,344,557
7,4,11,15,26,41,67,108,175
15,12,27,39,66,105,171,276,447
2,2,4,6,10,16,26,42,68
14,14,28,42,70,112,182,294,476
9,8,17,25,42,67,109,176,285
7,14,21,35,56,91,147,238,385
6,10,16,26,42,68,110,178,288
1,1,2,3,5,8,13,21,34
5,1,6,7,13,20,33,53,86
18,15,33,48,81,129,210,339,549
1,6,7,13,20,33,53,86,139
17,20,37,57,94,151,245,396,641
7,10,17,27,44,71,115,186,301
8,19,27,46,73,119,192,311,503
3,7,10,17,27,44,71,115,186
10,10,20,30,50,80,130,210,340
12,8,20,28,48,76,124,200,324
11,11,22,33,55,88,143,231,374
8,12,20,32,52,84,136,220,356
6,13,19,32,51,83,134,217,351
15,3,18,21,39,60,99,159,258
12,1,13,14,27,41,68,109,177
18,16,34,50,84,134,218,352,570
16,12,28,40,68,108,176,284,460
9,8,17,25,42,67,109,176,285
15,10,25,35,60,95,155,250,405
8,11,19,30,49,79,128,207,335
13,13,26,39,65,104,169,273,442
18,6,24,30,54,84,138,222,360
3,16,19,35,54,89,143,232,375
13,15,28,43,71,114,185,299,484
19,6,25,31,56,87,143,230,373
6,17,23,40,63,103,166,269,435
7,7,14,21,35,56,91,147,238
13,11,24,35,59,94,153,247,400
10,13,23,36,59,95,154,249,403
9,6,15,21,36,57,93,150,243
9,8,17,25,42,67,109,176,285
18,19,37,56,93,149,242,391,633
3,19,22,41,63,104,167,271,438
20,1,21,22,43,65,108,173,281
7,7,14,21,35,56,91,147,238
2,7,9,16,25,41,66,107,173
9,1,10,11,21,32,53,85,138
9,16,25,41,66,107,173,280,453
5,10,15,25,40,65,105,170,275
19,17,36,53,89,142,231,373,604
9,16,25,41,66,107,173,280,453
6,16,22,38,60,98,158,256,414
5,2,7,9,16,25,41,66,107
7,18,25,43,68,111,179,290,469
5,5,10,15,25,40,65,105,170
3,12,15,27,42,69,111,180,291
9,14,23,37,60,97,157,254,411
13,16,29,45,74,119,193,312,505
4,8,12,20,32,52,84,136,220
20,15,35,50,85,135,220,355,575
12,4,16,20,36,56,92,148,240
16,3,19,22,41,63,104,167,271
13,7,20,27,47,74,121,195,316
1,18,19,37,56,93,149,242,391
2,1,3,4,7,11,18,29,47
5,3,8,11,19,30,49,79,128
19,8,27,35,62,97,159,256,415
6,16,22,38,60,98,158,256,414
19,16,35,51,86,137,223,360,583
11,20,31,51,82,133,215,348,563
5,19,24,43,67,110,177,287,464
2,18,20,38,58,96,154,250,404
16,12,28,40,68,108,176,284,460
14,9,23,32,55,87,142,229,371
6,6,12,18,30,48,78,126,204
16,16,32,48,80,128,208,336,544
3,13,16,29,45,74,119,193,312
5,7,12,19,31,50,81,131,212
2,11,13,24,37,61,98,159,257
6,17,23,40,63,103,166,269,435
15,14,29,43,72,115,187,302,489
19,18,37,55,92,147,239,386,625
3,11,14,25,39,64,103,167,270
13,14,27,41,68,109,177,286,463
14,1,15,16,31,47,78,125,203
9,2,11,13,24,37,61,98,159
9,17,26,43,69,112,181,293,474
20,16,36,52,88,140,228,368,596
16,11,27,38,65,103,168,271,439
2,3,5,8,13,21,34,55,89
18,11,29,40,69,109,178,287,465
3,11,14,25,39,64,103,167,270
9,5,14,19,33,52,85,137,222
20,19,39,58,97,155,252,407,659
18,17,35,52,87,139,226,365,591
9,10,19,29,48,77,125,202,327
15,13,28,41,69,110,179,289,468
14,17,31,48,79,127,206,333,539
7,1,8,9,17,26,43,69,112
3,1,4,5,9,14,23,37,60
2,9,11,20,31,51,82,133,215
17,20,37,57,94,151,245,396,641
18,12,30,42,72,114,186,300,486
7,7,14,21,35,56,91,147,238
10,15,25,40,65,105,170,275,445
16,3,19,22,41,63,104,167,271
7,5,12,17,29,46,75,121,196
9,16,25,41,66,107,173,280,453
4,9,13,22,35,57,92,149,241
18,13,31,44,75,119,194,313,507
12,18,30,48,78,126,204,330,534
6,17,23,40,63,103,166,269,435
5,16,21,37,58,95,153,248,401
7,5,12,17,29,46,75,121,196
15,4,19,23,42,65,107,172,279
9,8,17,25,42,67,109,176,285
9,15,24,39,63,102,165,267,432
7,1,8,9,17,26,43,69,112
7,4,11,15,26,41,67,108,175
9,15,24,39,63,102,165,267,432
11,17,28,45,73,118,191,309,500
6,15,21,36,57,93,150,243,393
6,19,25,44,69,113,182,295,477
16,10,26,36,62,98,160,258,418
16,18,34,52,86,138,224,362,586
8,18,26,44,70,114,184,298,482
1,15,16,31,47,78,125,203,328
8,17,25,42,67,109,176,285,461
6,19,25,44,69,113,182,295,477
14,16,30,46,76,122,198,320,518
10,17,27,44,71,115,186,301,487
14,9,23,32,55,87,142,229,371
5,11,16,27,43,70,113,183,296
4,9,13,22,35,57,92,149,241
2,18,20,38,58,96,154,250,404
2,19,21,40,61,101,162,263,425
4,16,20,36,56,92,148,240,388
4,6,10,16,26,42,68,110,178
5,12,17,29,46,75,121,196,317
4,15,19,34,53,87,140,227,367
16,14,30,44,74,118,192,310,502
13,19,32,51,83,134,217,351,568
20,17,37,54,91,145,236,381,617
8,17,25,42,67,109,176,285,461
1,2,3,5,8,13,21,34,55
5,14,19,33,52,85,137,222,359
4,16,20,36,56,92,148,240,388
14,16,30,46,76,122,198,320,518
15,2,17,19,36,55,91,146,237
5,18,23,41,64,105,169,274,443
10,19,29,48,77,125,202,327,529
1,4,5,9,14,23,37,60,97
5,9,14,23,37,60,97,157,254
6,3,9,12,21,33,54,87,141
16,15,31,46,77,123,200,323,523
8,7,15,22,37,59,96,155,251
12,14,26,40,66,106,172,278,450
9,13,22,35,57,92,149,241,390
12,20,32,52,84,136,220,356,576
19,18,37,55,92,147,239,386,625
19,7,26,33,59,92,151,243,394
7,6,13,19,32,51,83,134,217
14,18,32,50,82,132,214,346,560
15,18,33,51,84,135,219,354,573
18,16,34,50,84,134,218,352,570
16,10,26,36,62,98,160,258,418
11,10,21,31,52,83,135,218,353
15,15,30,45,75,120,195,315,510
13,1,14,15,29,44,73,117,190
5,20,25,45,70,115,185,300,485
2,9,11,20,31,51,82,133,215
16,3,19,22,41,63,104,167,271
20,12,32,44,76,120,196,316,512
8,15,23,38,61,99,160,259,419
17,5,22,27,49,76,125,201,326
20,12,32,44,76,120,196,316,512
7,4,11,15,26,41,67,108,175
1,20,21,41,62,103,165,268,433
12,15,27,42,69,111,180,291,471
9,20,29,49,78,127,205,332,537
4,11,15,26,41,67,108,175,283
10,18,28,46,74,120,194,314,508
9,10,19,29,48,77,125,202,327
6,10,16,26,42,68,110,178,288
16,12,28,40,68,108,176,284,460
3,8,11,19,30,49,79,128,207
7,9,16,25,41,66,107,173,280
15,3,18,21,39,60,99,159,258
9,8,17,25,42,67,109,176,285
15,2,17,19,36,55,91,146,237
8,7,15,22,37,59,96,155,251
2,8,10,18,28,46,74,120,194
14,3,17,20,37,57,94,151,245
18,7,25,32,57,89,146,235,381
3,3,6,9,15,24,39,63,102
8,5,13,18,31,49,80,129,209
5,9,14,23,37,60,97,157,254
14,20,34,54,88,142,230,372,602
4,1,5,6,11,17,28,45,73
9,6,15,21,36,57,93,150,243
19,6,25,31,56,87,143,230,373
9,5,14,19,33,52,85,137,222
3,9,12,21,33,54,87,141,228
8,11,19,30,49,79,128,207,335
11,10,21,31,52,83,135,218,353
17,16,33,49,82,131,213,344,557
9,11,20,31,51,82,133,215,348
13,2,15,17,32,49,81,130,211
8,18,26,44,70,114,184,298,482
4,7,11,18,29,47,76,123,199
10,5,15,20,35,55,90,145,235
6,12,18,30,48,78,126,204,330
3,1,4,5,9,14,23,37,60
6,4,10,14,24,38,62,100,162
14,2,16,18,34,52,86,138,224
3,4,7,11,18,29,47,76,123
20,6,26,32,58,90,148,238,386
17,1,18,19,37,56,93,149,242
20,1,21,22,43,65,108,173,281
20,10,30,40,70,110,180,290,470
12,18,30,48,78,126,204,330,534
5,1,6,7,13,20,33,53,86
16,13,29,42,71,113,184,297,481
4,16,20,36,56,92,148,240,388
12,19,31,50,81,131,212,343,555
1,6,7,13,20,33,53,86,139
18,4,22,26,48,74,122,196,318
6,1,7,8,15,23,38,61,99
9,13,22,35,57,92,149,241,390
16,2,18,20,38,58,96,154,250
12,4,16,20,36,56,92,148,240
12,16,28,44,72,116,188,304,492
12,12,24,36,60,96,156,252,408
15,13,28,41,69,110,179,289,468
